Dish ID,Ingredient ID,Ingredient Name,Mass (grams),Calories (kcal),Fat (grams),Carbs (grams),Protein (grams)
dish_1560367193,ingr_0000000471,cherry tomatoes,42.000000,7.56,0.084,1.638,0.378
dish_1560367193,ingr_0000000049,fish,21.917809,19.7260281,2.84931517,0.0,4.032876856
dish_1560367193,ingr_0000000014,asparagus,43.000000,8.772,0.043,1.677,0.946
dish_1560367193,ingr_0000000046,mushroom,63.000000,13.86,0.189,2.079,1.953
dish_1560367193,ingr_0000000534,country rice,4.383562,6.6647676648,0.298082216,1.385205592,0.1692054932
dish_1560367193,ingr_0000000050,tofu,52.000000,37.96,2.496,0.988,4.16
dish_1566587182,ingr_0000000312,pepper,0.390027,0.1560108,0.000780054,0.036272511,0.00780054
dish_1566587182,ingr_0000000513,millet,20.801426,24.75369694,0.20801426,4.929937962,0.72804991
dish_1566587182,ingr_0000000042,avocado,88.000000,140.8,13.2,7.92,1.76
dish_1566587182,ingr_0000000036,spinach (raw),4.160285,0.95686555,0.01664114,0.14977026,0.120648265
dish_1566587182,ingr_0000000189,vinegar,8.084805,0.0,0.0,0.0,0.0
dish_1566587182,ingr_0000000161,olive oil,20.329895,179.7162718,20.329895,0.0,0.0
dish_1566587182,ingr_0000000094,onions,4.160285,1.664114,0.004160285,0.37442565,0.045763135
dish_1566587182,ingr_0000000033,bell peppers,10.400713,4.1602852,0.020801426,0.93606417,0.20801426
dish_1566587182,ingr_0000000291,salt,2.332793,0.0,0.0,0.0,0.0
dish_1566587182,ingr_0000000122,garlic,2.080142,3.09941158,0.01040071,0.68644686,0.133129088
dish_1566587182,ingr_0000000471,cherry tomatoes,8.084805,1.4552649,0.01616961,0.315307395,0.072763245
dish_1566587182,ingr_0000000028,chicken,83.205704,137.2894116,2.995405344,0.0,25.79376824
dish_1566587182,ingr_0000000448,jalapenos,4.160285,1.20648265,0.01664114,0.270418525,0.037442565
dish_1566587182,ingr_0000000126,mustard,1.263251,0.774372863,0.041687283,0.07579506,0.046740287
dish_1566587182,ingr_0000000528,celery root,8.084805,3.3956181,0.024254415,0.74380206,0.121272075
dish_1566587182,ingr_0000000029,mixed greens,101.060074,28.29682072,0.404240296,5.356183922,2.223321628
dish_1566587182,ingr_0000000032,tomatoes,10.400713,3.53624242,0.072804991,0.707248484,0.072804991
dish_1551234046,ingr_0000000033,bell peppers,31.000000,12.4,0.062,2.79,0.62
dish_1551234046,ingr_0000000048,ham,34.000000,49.3,2.04,0.51,7.14
dish_1551234046,ingr_0000000060,tortilla,36.000000,78.48,1.044,16.2,2.16
dish_1550710507,ingr_0000000032,tomatoes,60.000000,20.4,0.42,4.08,0.42
dish_1562872396,ingr_0000000518,thyme,0.216642,0.21880842,0.003682914,0.05199408,0.01299852
dish_1562872396,ingr_0000000122,garlic,0.433284,0.64559316,0.00216642,0.14298372,0.027730176
dish_1562872396,ingr_0000000520,lemon juice,0.433284,0.07365828,0.0,0.024263904,0.001733136
dish_1562872396,ingr_0000000485,zucchini,4.332841,0.64992615,0.017331364,0.116986707,0.047661251
dish_1562872396,ingr_0000000514,wheat berry,8.665682,7.88577062,0.04332841,1.655145262,0.363958644
dish_1562872396,ingr_0000000312,pepper,0.054161,0.0216644,0.000108322,0.005036973,0.00108322
dish_1562872396,ingr_0000000291,salt,0.108321,0.0,0.0,0.0,0.0
dish_1562872396,ingr_0000000161,olive oil,1.733136,15.32092224,1.733136,0.0,0.0
dish_1562872396,ingr_0000000521,basil,0.216642,0.05199408,0.0,0.00433284,0.00866568
dish_1562872396,ingr_0000000516,rosemary,0.216642,0.28380102,0.012348594,0.0433284,0.006282618
dish_1562872396,ingr_0000000524,parsley,0.433284,0.160748364,0.003466272,0.027730176,0.012565236
dish_1562872396,ingr_0000000036,spinach (raw),2.166420,0.4982766,0.00866568,0.07799112,0.06282618
dish_1562872396,ingr_0000000021,squash,4.332841,0.888232405,0.012998523,0.147316594,0.038995569
dish_1562872396,ingr_0000000028,chicken,86.656822,142.9837563,3.119645592,0.0,26.86361482
dish_1562872396,ingr_0000000525,bok choy,76.000000,9.88,0.152,1.672,1.14
dish_1559241099,ingr_0000000291,salt,0.188540,0.0,0.0,0.0,0.0
dish_1559241099,ingr_0000000312,pepper,0.031423,0.0125692,6.2846e-05,0.002922339,0.00062846
dish_1559241099,ingr_0000000161,olive oil,0.502773,4.44451332,0.502773,0.0,0.0
dish_1559241099,ingr_0000000045,carrot,50.277264,20.61367824,0.100554528,5.0277264,0.452495376
dish_1559241099,ingr_0000000058,orange,128.000000,60.16,0.128,15.36,1.152
dish_1559241099,ingr_0000000213,pears,203.000000,116.116,0.203,30.856,0.812
dish_1560802853,ingr_0000000312,pepper,0.438356,0.1753424,0.000876712,0.040767108,0.00876712
dish_1560802853,ingr_0000000148,parmesan cheese,1.211499,5.217926193,0.346488714,0.050882958,0.465215616
dish_1560802853,ingr_0000000036,spinach (raw),1.211499,0.27864477,0.004845996,0.043613964,0.035133471
dish_1560802853,ingr_0000000021,squash,34.525276,7.07768158,0.103575828,1.173859384,0.310727484
dish_1560802853,ingr_0000000161,olive oil,0.965334,8.53355256,0.965334,0.0,0.0
dish_1560802853,ingr_0000000524,parsley,0.054795,0.020328945,0.00043836,0.00350688,0.001589055
dish_1560802853,ingr_0000000520,lemon juice,0.219178,0.03726026,0.0,0.012273968,0.000876712
dish_1560802853,ingr_0000000291,salt,0.203743,0.0,0.0,0.0,0.0
dish_1560802853,ingr_0000000122,garlic,0.484600,0.722054,0.002423,0.159918,0.0310144
dish_1560802853,ingr_0000000026,white rice,19.000000,24.7,0.057,5.32,0.513
dish_1560802853,ingr_0000000244,chicken breast,48.459957,80.055848964,1.744558452,0.0,15.071046627
dish_1560802853,ingr_0000000471,cherry tomatoes,2.422998,0.43613964,0.004845996,0.094496922,0.021806982
dish_1560802853,ingr_0000000514,wheat berry,4.845996,4.40985636,0.02422998,0.925585236,0.203531832
dish_1560802853,ingr_0000000518,thyme,0.121150,0.1223615,0.00205955,0.029076,0.007269
dish_1560802853,ingr_0000000072,kale,2.191781,1.07397269,0.015342467,0.19726029,0.072328773
dish_1560802853,ingr_0000000153,bulgur,0.547945,1.8739719,0.007123285,0.4164382,0.0657534
dish_1560802853,ingr_0000000187,chickpeas,1.095890,1.7972596,0.02849314,0.2958903,0.0986301
dish_1550875347,ingr_0000000052,cheese,36.000000,144.72,11.88,0.468,9.0
dish_1550875347,ingr_0000000049,fish,49.000000,44.1,6.37,0.0,9.016
dish_1550875347,ingr_0000000037,cantaloupe,84.000000,28.56,0.168,6.72,0.672
dish_1562010293,ingr_0000000462,pork,206.796112,492.17474656,28.95145568,0.0,53.76698912
dish_1562010293,ingr_0000000514,wheat berry,27.572815,25.09126165,0.137864075,5.266407665,1.15805823
dish_1562010293,ingr_0000000448,jalapenos,0.344660,0.0999514,0.00137864,0.0224029,0.00310194
dish_1562010293,ingr_0000000116,mayonnaise,5.514563,37.4990284,4.13592225,0.033087378,0.05514563
dish_1562010293,ingr_0000000312,pepper,0.689320,0.275728,0.00137864,0.06410676,0.0137864
dish_1562010293,ingr_0000000006,caesar salad,120.000000,52.8,2.52,5.16,3.84
dish_1562010293,ingr_0000000045,carrot,6.893204,2.82621364,0.013786408,0.6893204,0.062038836
dish_1562010293,ingr_0000000122,garlic,2.757282,4.10835018,0.01378641,0.90990306,0.176466048
dish_1562010293,ingr_0000000291,salt,0.344660,0.0,0.0,0.0,0.0
dish_1562010293,ingr_0000000152,cabbage,27.572815,5.79029115,0.137864075,0.88233008,0.358446595
dish_1562010293,ingr_0000000520,lemon juice,2.757282,0.46873794,0.0,0.154407792,0.011029128
dish_1562010293,ingr_0000000524,parsley,1.378641,0.511475811,0.011029128,0.088233024,0.039980589
dish_1562010293,ingr_0000000161,olive oil,1.378641,12.18718644,1.378641,0.0,0.0
dish_1550773430,ingr_0000000008,scrambled eggs,61.000000,90.28,6.71,0.976,6.1
dish_1566332268,ingr_0000000012,olives,112.000000,128.8,11.984,7.056,0.896
dish_1566332268,ingr_0000000028,chicken,150.000000,247.5,5.4,0.0,46.5
dish_1566332268,ingr_0000000036,spinach (raw),65.000000,14.95,0.26,2.34,1.885
dish_1566332268,ingr_0000000042,avocado,79.000000,126.4,11.85,7.11,1.58
dish_1566332268,ingr_0000000140,caesar dressing,91.000000,40.131,1.911,3.913,2.912
dish_1566332268,ingr_0000000031,cucumbers,98.000000,9.8,0.0,1.96,0.98
dish_1558116436,ingr_0000000004,bacon,17.000000,91.97,7.14,0.238,6.29
dish_1558380181,ingr_0000000077,almonds,36.000000,208.116,17.82,8.172,8.064
dish_1558380181,ingr_0000000453,deprecated,143.000000,74.36,0.286,0.429,20.02
dish_1558380181,ingr_0000000440,grapes,134.000000,92.46,0.268,24.12,0.938
dish_1567625294,ingr_0000000042,avocado,32.000000,51.2,4.8,2.88,0.64
dish_1564169644,ingr_0000000011,cheese pizza,163.000000,433.417,15.322,54.605,18.256
dish_1550708487,ingr_0000000052,cheese,34.000000,136.68,11.22,0.442,8.5
dish_1558028492,ingr_0000000037,cantaloupe,61.000000,20.74,0.122,4.88,0.488
dish_1568313640,ingr_0000000094,onions,33.000000,13.2,0.033,2.97,0.363
dish_1568313640,ingr_0000000046,mushroom,41.000000,9.02,0.123,1.353,1.271
dish_1568313640,ingr_0000000029,mixed greens,49.000000,13.72,0.196,2.597,1.078
dish_1568313640,ingr_0000000042,avocado,22.000000,35.2,3.3,1.98,0.44
dish_1561492665,ingr_0000000535,green onions,0.485323,0.15530336,0.000970646,0.03397261,0.008735814
dish_1561492665,ingr_0000000291,salt,0.121331,0.0,0.0,0.0,0.0
dish_1561492665,ingr_0000000006,caesar salad,31.000000,13.64,0.651,1.333,0.992
dish_1561492665,ingr_0000000122,garlic,0.242661,0.36156489,0.001213305,0.08007813,0.015530304
dish_1561492665,ingr_0000000094,onions,1.941292,0.7765168,0.001941292,0.17471628,0.021354212
dish_1561492665,ingr_0000000161,olive oil,0.970646,8.58051064,0.970646,0.0,0.0
dish_1561492665,ingr_0000000534,country rice,9.706458,14.7576987432,0.660039144,3.067240728,0.3746692788
dish_1561492665,ingr_0000000049,fish,48.532288,43.6790592,6.30919744,0.0,8.929940992
dish_1563555563,ingr_0000000008,scrambled eggs,131.000000,193.88,14.41,2.096,13.1
dish_1563555563,ingr_0000000038,pineapple,149.000000,74.5,0.149,19.37,0.745
dish_1563555563,ingr_0000000004,bacon,24.000000,129.84,10.08,0.336,8.88
dish_1562008517,ingr_0000000122,garlic,5.761706,8.58494194,0.02880853,1.90136298,0.368749184
dish_1562008517,ingr_0000000515,arugula,21.299253,5.32481325,0.149094771,0.788072361,0.553780578
dish_1562008517,ingr_0000000116,mayonnaise,0.873786,5.9417448,0.6553395,0.005242716,0.00873786
dish_1562008517,ingr_0000000518,thyme,1.064963,1.07561263,0.018104371,0.25559112,0.06389778
dish_1562008517,ingr_0000000161,olive oil,1.785254,15.78164536,1.785254,0.0,0.0
dish_1562008517,ingr_0000000524,parsley,4.478298,1.661448558,0.035826384,0.286611072,0.129870642
dish_1562008517,ingr_0000000031,cucumbers,24.000000,2.4,0.0,0.48,0.24
dish_1562008517,ingr_0000000291,salt,2.701700,0.0,0.0,0.0,0.0
dish_1562008517,ingr_0000000133,shallots,1.064963,0.2129926,0.002129926,0.035143779,0.015974445
dish_1562008517,ingr_0000000312,pepper,0.171954,0.0687816,0.000343908,0.015991722,0.00343908
dish_1562008517,ingr_0000000377,quinoa,212.992554,255.5910648,4.046858526,44.72843634,9.371672376
dish_1562008517,ingr_0000000448,jalapenos,0.054612,0.01583748,0.000218448,0.00354978,0.000491508
dish_1562008517,ingr_0000000514,wheat berry,4.368932,3.97572812,0.02184466,0.834466012,0.183495144
dish_1562008517,ingr_0000000462,pork,32.766991,77.98543858,4.58737874,0.0,8.51941766
dish_1562008517,ingr_0000000016,brussels sprouts,50.184502,21.57933586,0.150553506,4.51660518,1.706273068
dish_1562008517,ingr_0000000520,lemon juice,0.969375,0.16479375,0.0,0.054285,0.0038775
dish_1562008517,ingr_0000000152,cabbage,4.368932,0.91747572,0.02184466,0.139805824,0.056796116
dish_1562008517,ingr_0000000045,carrot,1.092233,0.44781553,0.002184466,0.1092233,0.009830097
dish_1558026684,ingr_0000000037,cantaloupe,71.000000,24.14,0.142,5.68,0.568
dish_1559842374,ingr_0000000077,almonds,53.000000,306.393,26.235,12.031,11.872
dish_1559842374,ingr_0000000507,mandarin oranges,53.000000,28.09,0.159,6.89,0.424
dish_1559842374,ingr_0000000027,broccoli,31.000000,10.85,0.124,2.17,0.744
dish_1563305513,ingr_0000000011,cheese pizza,228.000000,606.252,21.432,76.38,25.536
dish_1567007814,ingr_0000000038,pineapple,46.000000,23.0,0.046,5.98,0.23
dish_1567007814,ingr_0000000013,berries,45.000000,25.65,0.135,6.3,0.315
dish_1567007814,ingr_0000000040,raspberries,19.000000,10.07,0.133,2.28,0.228
dish_1567007814,ingr_0000000037,cantaloupe,42.000000,14.28,0.084,3.36,0.336
dish_1566242111,ingr_0000000012,olives,40.000000,46.0,4.28,2.52,0.32
dish_1566242111,ingr_0000000471,cherry tomatoes,69.000000,12.42,0.138,2.691,0.621
dish_1551486411,ingr_0000000045,carrot,14.000000,5.74,0.028,1.4,0.126
dish_1560526490,ingr_0000000524,parsley,0.330097,0.122465987,0.002640776,0.021126208,0.009572813
dish_1560526490,ingr_0000000031,cucumbers,1.986928,0.1986928,0.0,0.03973856,0.01986928
dish_1560526490,ingr_0000000201,blueberries,6.601942,3.776310824,0.019805826,0.950679648,0.046213594
dish_1560526490,ingr_0000000526,mustard greens,2.483660,0.6705882,0.00993464,0.11673202,0.07202614
dish_1560526490,ingr_0000000077,almonds,1.320388,7.633163028,0.65359206,0.299728076,0.295766912
dish_1560526490,ingr_0000000161,olive oil,7.268482,64.25338088,7.268482,0.0,0.0
dish_1560526490,ingr_0000000126,mustard,0.454280,0.27847364,0.01499124,0.0272568,0.01680836
dish_1560526490,ingr_0000000036,spinach (raw),42.944351,9.87720073,0.171777404,1.545996636,1.245386179
dish_1560526490,ingr_0000000038,pineapple,56.000000,28.0,0.056,7.28,0.28
dish_1560526490,ingr_0000000291,salt,0.227140,0.0,0.0,0.0,0.0
dish_1560526490,ingr_0000000045,carrot,2.640777,1.08271857,0.005281554,0.2640777,0.023766993
dish_1560526490,ingr_0000000032,tomatoes,1.241830,0.4222222,0.00869281,0.08444444,0.00869281
dish_1560526490,ingr_0000000122,garlic,0.186275,0.27754975,0.000931375,0.06147075,0.0119216
dish_1560526490,ingr_0000000013,berries,44.000000,25.08,0.132,6.16,0.308
dish_1560526490,ingr_0000000189,vinegar,2.313853,0.0,0.0,0.0,0.0
dish_1560541680,ingr_0000000291,salt,0.348154,0.0,0.0,0.0,0.0
dish_1560541680,ingr_0000000124,walnuts,1.856820,12.13060506,1.19207844,0.25809798,0.28037982
dish_1560541680,ingr_0000000161,olive oil,7.427279,65.65714636,7.427279,0.0,0.0
dish_1560541680,ingr_0000000126,mustard,0.580256,0.355696928,0.019148448,0.03481536,0.021469472
dish_1560541680,ingr_0000000517,chard,9.284100,1.763979,0.0185682,0.3435117,0.1671138
dish_1560541680,ingr_0000000515,arugula,51.990959,12.99773975,0.363936713,1.923665483,1.351764934
dish_1560541680,ingr_0000000189,vinegar,1.740769,0.0,0.0,0.0,0.0
dish_1560541680,ingr_0000000201,blueberries,3.713640,2.12420208,0.01114092,0.53476416,0.02599548
dish_1560541680,ingr_0000000312,pepper,0.058026,0.0232104,0.000116052,0.005396418,0.00116052
dish_1562703345,ingr_0000000380,pizza,58.000000,154.28,5.626,19.14,6.38
dish_1559239369,ingr_0000000013,berries,108.000000,61.56,0.324,15.12,0.756
dish_1559239369,ingr_0000000036,spinach (raw),40.000000,9.2,0.16,1.44,1.16
dish_1559239369,ingr_0000000058,orange,128.000000,60.16,0.128,15.36,1.152
dish_1551135297,ingr_0000000032,tomatoes,75.000000,25.5,0.525,5.1,0.525
dish_1562686664,ingr_0000000013,berries,209.000000,119.13,0.627,29.26,1.463
dish_1565724552,ingr_0000000485,zucchini,79.000000,11.85,0.316,2.133,0.869
dish_1565724552,ingr_0000000027,broccoli,136.585373,47.80488055,0.546341492,9.56097611,3.278048952
dish_1565724552,ingr_0000000161,olive oil,3.414634,30.18536456,3.414634,0.0,0.0
dish_1565724552,ingr_0000000529,chayote squash,79.000000,18.96,0.395,4.029,0.474
dish_1560453294,ingr_0000000512,kimchi,78.000000,23.4,0.078,4.446,1.248
dish_1560453294,ingr_0000000312,pepper,0.029542,0.0118168,5.9084e-05,0.002747406,0.00059084
dish_1560453294,ingr_0000000028,chicken,47.267357,77.99113905,1.701624852,0.0,14.65288067
dish_1560453294,ingr_0000000514,wheat berry,4.726736,4.30132976,0.02363368,0.902806576,0.198522912
dish_1560453294,ingr_0000000521,basil,0.118168,0.02836032,0.0,0.00236336,0.00472672
dish_1560453294,ingr_0000000122,garlic,0.236337,0.35214213,0.001181685,0.07799121,0.015125568
dish_1560453294,ingr_0000000518,thyme,0.118168,0.11934968,0.002008856,0.02836032,0.00709008
dish_1560453294,ingr_0000000291,salt,0.059084,0.0,0.0,0.0,0.0
dish_1560453294,ingr_0000000036,spinach (raw),1.181684,0.27178732,0.004726736,0.042540624,0.034268836
dish_1560453294,ingr_0000000021,squash,2.363368,0.48449044,0.007090104,0.080354512,0.021270312
dish_1560453294,ingr_0000000524,parsley,0.236337,0.087681027,0.001890696,0.015125568,0.006853773
dish_1560453294,ingr_0000000485,zucchini,2.363368,0.3545052,0.009453472,0.063810936,0.025997048
dish_1560453294,ingr_0000000520,lemon juice,0.236337,0.04017729,0.0,0.013234872,0.000945348
dish_1560453294,ingr_0000000516,rosemary,0.118168,0.15480008,0.006735576,0.0236336,0.003426872
dish_1560453294,ingr_0000000161,olive oil,0.945347,8.35686748,0.945347,0.0,0.0
dish_1550860919,ingr_0000000013,berries,161.000000,91.77,0.483,22.54,1.127
dish_1559332822,ingr_0000000471,cherry tomatoes,3.638484,0.65492712,0.007276968,0.141900876,0.032746356
dish_1559332822,ingr_0000000515,arugula,8.139666,2.0349165,0.056977662,0.301167642,0.211631316
dish_1559332822,ingr_0000000189,vinegar,1.819242,0.0,0.0,0.0,0.0
dish_1559332822,ingr_0000000031,cucumbers,4.548105,0.4548105,0.0,0.0909621,0.04548105
dish_1559332822,ingr_0000000485,zucchini,49.000000,7.35,0.196,1.323,0.539
dish_1559332822,ingr_0000000518,thyme,0.254365,0.25690865,0.004324205,0.0610476,0.0152619
dish_1559332822,ingr_0000000161,olive oil,11.371166,100.52110744,11.371166,0.0,0.0
dish_1559332822,ingr_0000000312,pepper,10.288285,4.115314,0.02057657,0.956810505,0.2057657
dish_1559332822,ingr_0000000291,salt,0.736134,0.0,0.0,0.0,0.0
dish_1559332822,ingr_0000000030,lettuce,9.096210,1.3644315,0.01819242,0.26379009,0.12734694
dish_1559332822,ingr_0000000332,salmon,203.491653,362.21514234,16.27933224,0.0,48.83799672
dish_1559332822,ingr_0000000367,lime,0.454811,0.1364433,0.000909622,0.047755155,0.003183677
dish_1559332822,ingr_0000000023,brown rice,40.698330,45.1751463,0.36628497,9.3606159,1.05815658
dish_1559332822,ingr_0000000529,chayote squash,49.000000,11.76,0.245,2.499,0.294
dish_1559332822,ingr_0000000094,onions,1.819242,0.7276968,0.001819242,0.16373178,0.020011662
dish_1559332822,ingr_0000000029,mixed greens,13.644315,3.8204082,0.05457726,0.723148695,0.30017493
dish_1563908957,ingr_0000000006,caesar salad,112.000000,49.28,2.352,4.816,3.584
dish_1563908957,ingr_0000000161,olive oil,1.175000,10.387,1.175,0.0,0.0
dish_1563908957,ingr_0000000043,green beans,45.825001,14.20575031,0.045825001,3.20775007,0.824850018
dish_1567542986,ingr_0000000027,broccoli,46.572529,16.30038515,0.186290116,3.26007703,1.117740696
dish_1567542986,ingr_0000000011,cheese pizza,98.000000,260.582,9.212,32.83,10.976
dish_1567542986,ingr_0000000291,salt,0.457755,0.0,0.0,0.0,0.0
dish_1567542986,ingr_0000000045,carrot,36.475662,14.95502142,0.072951324,3.6475662,0.328280958
dish_1567542986,ingr_0000000161,olive oil,2.904098,25.67222632,2.904098,0.0,0.0
dish_1567542986,ingr_0000000094,onions,7.164348,2.8657392,0.007164348,0.64479132,0.078807828
dish_1567542986,ingr_0000000038,pineapple,61.596577,30.7982885,0.061596577,8.00755501,0.307982885
dish_1567542986,ingr_0000000025,beef,54.685497,136.7137425,8.20282455,0.0,14.21822922
dish_1567542986,ingr_0000000312,pepper,0.022797,0.0091188,4.5594e-05,0.002120121,0.00045594
dish_1567542986,ingr_0000000523,cilantro,0.459658,0.104802024,0.00229829,0.017007346,0.010112476
dish_1567542986,ingr_0000000508,soy sauce,0.364570,0.1932221,0.00218742,0.01786393,0.02953017
dish_1567542986,ingr_0000000520,lemon juice,0.919315,0.15628355,0.0,0.05148164,0.00367726
dish_1567542986,ingr_0000000072,kale,6.419427,3.14551923,0.044935989,0.57774843,0.211841091
dish_1567542986,ingr_0000000498,orange juice,0.364570,0.1713479,0.00036457,0.0401027,0.00255199
dish_1567542986,ingr_0000000189,vinegar,1.283885,0.0,0.0,0.0,0.0
dish_1567542986,ingr_0000000006,caesar salad,144.000000,63.36,3.024,6.192,4.608
dish_1567542986,ingr_0000000155,chicken thighs,8.618582,15.272127304,0.715342306,0.0,2.059841098
dish_1567542986,ingr_0000000203,chili,0.364570,0.145828,0.00145828,0.03244673,0.00656226
dish_1567542986,ingr_0000000026,white rice,25.677708,33.3810204,0.077033124,7.18975824,0.693298116
dish_1567542986,ingr_0000000535,green onions,0.364570,0.1166624,0.00072914,0.0255199,0.00656226
dish_1567542986,ingr_0000000122,garlic,1.283885,1.91298865,0.006419425,0.42368205,0.08216864
dish_1563302391,ingr_0000000518,thyme,0.325047,0.32829747,0.005525799,0.07801128,0.01950282
dish_1563302391,ingr_0000000520,lemon juice,0.650094,0.11051598,0.0,0.036405264,0.002600376
dish_1563302391,ingr_0000000524,parsley,1.300187,0.482369377,0.010401496,0.083211968,0.037705423
dish_1563302391,ingr_0000000133,shallots,0.040631,0.0081262,8.1262e-05,0.001340823,0.000609465
dish_1563302391,ingr_0000000122,garlic,0.650094,0.96864006,0.00325047,0.21453102,0.041606016
dish_1563302391,ingr_0000000291,salt,0.162523,0.0,0.0,0.0,0.0
dish_1563302391,ingr_0000000433,roasted potatoes,96.000000,135.36,6.528,17.28,2.016
dish_1563302391,ingr_0000000028,chicken,130.018707,214.53086655,4.680673452,0.0,40.30579917
dish_1563302391,ingr_0000000036,spinach (raw),3.250468,0.74760764,0.013001872,0.117016848,0.094263572
dish_1563302391,ingr_0000000046,mushroom,63.000000,13.86,0.189,2.079,1.953
dish_1563302391,ingr_0000000514,wheat berry,13.001871,11.83170261,0.065009355,2.483357361,0.546078582
dish_1563302391,ingr_0000000161,olive oil,2.600374,22.98730616,2.600374,0.0,0.0
dish_1558628711,ingr_0000000192,yam,64.500000,80.0445,0.129,18.963,1.032
dish_1558628711,ingr_0000000437,sweet potato,64.500000,49.02,0.0,11.61,0.645
dish_1563565415,ingr_0000000520,lemon juice,0.575186,0.09778162,0.0,0.032210416,0.002300744
dish_1563565415,ingr_0000000524,parsley,0.287593,0.106697003,0.002300744,0.018405952,0.008340197
dish_1563565415,ingr_0000000471,cherry tomatoes,1.150373,0.20706714,0.002300746,0.044864547,0.010353357
dish_1563565415,ingr_0000000179,eggs,1.651376,2.56788968,0.17339448,0.019816512,0.206422
dish_1563565415,ingr_0000000205,corn on the cob,88.000000,93.368,2.112,19.36,2.728
dish_1563565415,ingr_0000000046,mushroom,5.871560,1.2917432,0.01761468,0.19376148,0.18201836
dish_1563565415,ingr_0000000518,thyme,0.036697,0.03706397,0.000623849,0.00880728,0.00220182
dish_1563565415,ingr_0000000072,kale,2.905856,1.42386944,0.020340992,0.26152704,0.095893248
dish_1563565415,ingr_0000000045,carrot,0.733945,0.30091745,0.00146789,0.0733945,0.006605505
dish_1563565415,ingr_0000000122,garlic,0.091369,0.13613981,0.000456845,0.03015177,0.005847616
dish_1563565415,ingr_0000000525,bok choy,88.780487,11.54146331,0.177560974,1.953170714,1.331707305
dish_1563565415,ingr_0000000049,fish,28.759315,25.8833835,3.73871095,0.0,5.29171396
dish_1563565415,ingr_0000000133,shallots,0.575186,0.1150372,0.001150372,0.018981138,0.00862779
dish_1563565415,ingr_0000000421,ground turkey,44.036697,113.61467826,7.48623849,0.0,11.00917425
dish_1563565415,ingr_0000000341,cream,1.174312,3.949211256,0.429798192,0.031706424,0.032880736
dish_1563565415,ingr_0000000094,onions,1.467890,0.587156,0.00146789,0.1321101,0.01614679
dish_1563565415,ingr_0000000034,celery,0.733945,0.1174312,0.00146789,0.02495413,0.005137615
dish_1563565415,ingr_0000000161,olive oil,3.957041,34.98024244,3.957041,0.0,0.0
dish_1563565415,ingr_0000000514,wheat berry,5.751863,5.23419533,0.028759315,1.098605833,0.241578246
dish_1563565415,ingr_0000000527,chive,0.218687,0.0656061,0.001530809,0.009622228,0.007216671
dish_1563565415,ingr_0000000517,chard,1.150373,0.21857087,0.002300746,0.042563801,0.020706714
dish_1563565415,ingr_0000000291,salt,0.218687,0.0,0.0,0.0,0.0
dish_1563565415,ingr_0000000026,white rice,5.871560,7.633028,0.01761468,1.6440368,0.15853212
dish_1551228296,ingr_0000000054,apple,94.000000,48.88,0.188,13.16,0.282
dish_1560454970,ingr_0000000471,cherry tomatoes,55.000000,9.9,0.11,2.145,0.495
dish_1559581198,ingr_0000000179,eggs,152.000000,236.36,15.96,1.824,19.0
dish_1551381173,ingr_0000000060,tortilla,32.000000,69.76,0.928,14.4,1.92
dish_1567628193,ingr_0000000377,quinoa,81.553398,97.8640776,1.549514562,17.12621358,3.588349512
dish_1567628193,ingr_0000000054,apple,8.513120,4.4268224,0.01702624,1.1918368,0.02553936
dish_1567628193,ingr_0000000515,arugula,17.026239,4.25655975,0.119183673,0.629970843,0.442682214
dish_1567628193,ingr_0000000517,chard,29.500000,5.605,0.059,1.0915,0.531
dish_1567628193,ingr_0000000094,onions,6.982388,2.7929552,0.006982388,0.62841492,0.076806268
dish_1567628193,ingr_0000000072,kale,29.500000,14.455,0.2065,2.655,0.9735
dish_1567628193,ingr_0000000122,garlic,1.298454,1.93469646,0.00649227,0.42848982,0.083101056
dish_1567628193,ingr_0000000473,cranberries,1.702624,0.78320704,0.001702624,0.20431488,0.00851312
dish_1567628193,ingr_0000000133,shallots,1.702624,0.3405248,0.003405248,0.056186592,0.02553936
dish_1567628193,ingr_0000000534,country rice,34.911938,53.0801105352,2.374011784,11.032172408,1.3476008068
dish_1567628193,ingr_0000000535,green onions,1.745597,0.55859104,0.003491194,0.12219179,0.031420746
dish_1567628193,ingr_0000000153,bulgur,8.513120,29.1148704,0.11067056,6.4699712,1.0215744
dish_1567628193,ingr_0000000049,fish,174.559692,157.1037228,22.69275996,0.0,32.118983328
dish_1567628193,ingr_0000000524,parsley,1.702624,0.631673504,0.013620992,0.108967936,0.049376096
dish_1567628193,ingr_0000000520,lemon juice,0.851312,0.14472304,0.0,0.047673472,0.003405248
dish_1567628193,ingr_0000000526,mustard greens,25.539358,6.89562666,0.102157432,1.200349826,0.740641382
dish_1567628193,ingr_0000000161,olive oil,12.748291,112.69489244,12.748291,0.0,0.0
dish_1567628193,ingr_0000000291,salt,0.649227,0.0,0.0,0.0,0.0
dish_1565640576,ingr_0000000161,olive oil,1.723959,15.23979756,1.723959,0.0,0.0
dish_1565640576,ingr_0000000520,lemon juice,1.605096,0.27286632,0.0,0.089885376,0.006420384
dish_1565640576,ingr_0000000094,onions,6.717394,2.6869576,0.006717394,0.60456546,0.073891334
