Dish ID,Total Mass (grams),Total Calories (kcal),Total Fat (grams),Total Carbs (grams),Total Protein (grams),Number of Ingredients,Ingredients
dish_1563555563,304.000000,398.220000,24.639000,21.802000,22.725000,3,bacon|pineapple|scrambled eggs
dish_1563555605,403.000000,537.810000,31.371000,39.622000,24.804000,4,bacon|pineapple|roasted potatoes|scrambled eggs
dish_1563563467,119.000004,40.750244,3.134634,2.554146,1.741463,2,bok choy|olive oil
dish_1563564676,61.999998,50.623693,1.979075,5.197519,3.843747,4,caesar dressing|croutons|kale|parmesan cheese
dish_1563564760,242.999998,341.852445,16.774697,27.887175,23.540035,18,caesar dressing|carrot|celery|chive|corn on the cob|cream|croutons|eggs|garlic|ground turkey|kale|mushroom|olive oil|onions|parmesan cheese|salt|thyme|white rice
dish_1563565415,283.999998,303.477173,18.174142,24.998691,21.371405,23,bok choy|carrot|celery|chard|cherry tomatoes|chive|corn on the cob|cream|eggs|fish|garlic|ground turkey|kale|lemon juice|mushroom|olive oil|onions|parsley|salt|shallots|thyme|wheat berry|white rice
dish_1563566939,238.000003,286.027221,6.804595,48.869180,10.508527,10,arugula|blueberries|chard|garlic|mustard|olive oil|pecans|salt|vinegar|wild rice
dish_1563567599,156.000009,194.226806,18.526055,6.482199,3.543730,9,arugula|blueberries|chard|garlic|mustard|olive oil|pecans|salt|vinegar
dish_1563567978,114.000000,118.963123,13.726030,3.876400,15.666929,12,chard|cherry tomatoes|chive|fish|garlic|kale|lemon juice|olive oil|parsley|salt|shallots|wheat berry
dish_1563568025,246.999999,244.986341,16.967200,28.967132,19.446246,14,bok choy|chard|cherry tomatoes|chive|corn on the cob|fish|garlic|kale|lemon juice|olive oil|parsley|salt|shallots|wheat berry
dish_1563568338,370.999998,631.706685,29.600520,57.599109,38.704665,17,carrot|celery|cheese pizza|chive|corn on the cob|cream|eggs|garlic|ground turkey|kale|mushroom|olive oil|onions|salt|thyme|wheat berry|white rice
dish_1563568357,447.999998,767.739702,38.076789,69.429240,42.895548,23,arugula|carrot|celery|cheese pizza|chickpeas|chive|corn on the cob|cream|eggs|garlic|ground turkey|kale|mushroom|mustard greens|olive oil|onions|parsley|pepper|salt|thyme|vinegar|wheat berry|white rice
dish_1563811439,289.000000,137.320000,0.578000,7.279000,22.276000,2,cantaloupe|egg whites
dish_1563811490,390.000003,268.829366,6.521951,23.145049,25.826781,5,cantaloupe|egg whites|olive oil|sausage|sweet potato
dish_1563811611,132.000000,195.360000,14.520000,2.112000,13.200000,1,scrambled eggs
dish_1563813436,242.000002,418.759492,25.918317,25.076539,22.035324,8,bacon|brussels sprouts|olive oil|pepper|pineapple|salt|sausage|sweet potato
dish_1563813806,156.000000,81.120000,0.312000,1.092000,15.600000,1,egg whites
dish_1563813833,207.000000,256.866000,14.235000,3.234000,25.443000,2,egg whites|sausage
dish_1563823292,207.999989,450.546726,29.362201,7.701827,39.788041,7,cauliflower|garlic|lime|olive oil|salt|steak|wheat berry
dish_1563823894,400.000003,368.341011,20.783807,18.219275,30.525044,14,cauliflower|cucumbers|garlic|kale|lemon juice|lime|olive oil|parsley|pepper|salt|steak|tatsoi|turnips|wheat berry
dish_1563824130,202.000004,111.319597,1.123033,21.762624,3.990974,8,broccoli|couscous|olive oil|pepper|salt|squash|turnips|zucchini
dish_1563824250,43.000000,17.200000,0.043000,3.870000,0.473000,1,onions
dish_1563824339,175.000000,85.340000,4.087000,12.075000,2.098000,4,bell peppers|cherry tomatoes|olives|onions
dish_1563827086,175.000000,199.045000,7.690000,23.585000,10.000000,2,caesar salad|cheese pizza
dish_1563827110,217.000000,220.045000,7.732000,29.045000,10.210000,3,caesar salad|cheese pizza|pineapple
dish_1563827162,354.000005,319.539921,9.728973,34.357610,25.044996,17,broccoli|caesar salad|cheese pizza|chicken|garlic|ginger|green beans|green onions|olive oil|pineapple|salt|soy sauce|spinach (raw)|squash|vinegar|white rice|zucchini
dish_1563827188,377.000004,369.359986,12.975754,35.209255,29.444635,21,broccoli|caesar salad|cauliflower|cheese pizza|chicken|garlic|ginger|green beans|green onions|lime|olive oil|pineapple|salt|soy sauce|spinach (raw)|squash|steak|vinegar|wheat berry|white rice|zucchini
dish_1563827482,620.999999,894.521605,55.955666,24.548783,77.380007,11,broccoli|caesar salad|cauliflower|garlic|lime|olive oil|salt|squash|steak|wheat berry|zucchini
dish_1563897047,127.000000,66.040000,0.254000,0.889000,12.700000,1,egg whites
dish_1563897395,232.999999,135.913656,2.611512,26.800488,2.887805,4,broccoli|cantaloupe|olive oil|sweet potato
dish_1563897837,304.000000,118.470000,0.709000,29.568000,1.925000,2,berries|watermelon
dish_1563908957,159.000001,73.872750,3.572825,8.023750,4.408850,3,caesar salad|green beans|olive oil
dish_1563909919,51.000002,26.685751,1.324725,3.480750,0.895050,2,green beans|olive oil
dish_1563911215,170.000004,218.158195,6.710484,18.908086,20.238708,13,bell peppers|chicken|fried rice|garlic|green beans|jalapenos|millet|olive oil|onions|pepper|salt|spinach (raw)|tomatoes
dish_1563913675,227.999999,282.693146,12.514251,31.848914,12.170399,11,caesar salad|chard|cheese pizza|cherry tomatoes|cucumbers|figs|mustard|olive oil|salt|spinach (raw)|vinegar
dish_1563984167,608.000000,291.680000,1.216000,14.184000,48.288000,2,cantaloupe|egg whites
dish_1563984835,460.999994,603.979186,38.404387,22.673515,42.219000,8,blackberries|chicken apple sausage|granola|mixed greens|raspberries|salsa|scrambled eggs|vinaigrette
dish_1563996279,278.000000,98.490015,1.893741,19.736821,3.910174,5,carrot|cauliflower|olive oil|pepper|salt
dish_1563996441,65.000004,80.239189,7.624641,2.617095,1.559902,9,arugula|blueberries|chard|mustard|olive oil|pepper|salt|vinegar|walnuts
dish_1563996656,284.000001,376.620359,23.858446,15.655680,26.991684,15,brown rice|caesar salad|carrot|cilantro|garlic|jalapenos|lemon juice|olive oil|parsley|pepper|salt|shallots|steak|tatsoi|vinegar
dish_1564073716,295.000002,214.527809,6.074293,11.192708,24.807317,4,egg whites|olive oil|scrambled eggs|sweet potato
dish_1564082178,348.000023,549.203582,15.769116,9.967051,86.590048,12,basil|brown rice|carrot|chard|chicken|chive|garlic|lemon juice|olive oil|parsley|rosemary|salt
dish_1564082212,425.000022,707.941196,23.036887,18.467740,100.636760,18,basil|bok choy|brown rice|carrot|chard|chicken|chive|garlic|lemon juice|olive oil|parsley|pepper|pork|rosemary|salt|soy sauce|sugar|white rice
dish_1564082462,609.000024,905.354430,32.071828,40.532916,108.822510,25,basil|bok choy|brown rice|caesar salad|carrot|chard|cheese|cherry tomatoes|chicken|chive|garlic|lemon juice|olive oil|onions|parsley|pasta|pepper|pesto|pork|rosemary|salt|soy sauce|spinach (raw)|sugar|white rice
dish_1564086602,49.000000,130.291000,4.606000,16.415000,5.488000,1,cheese pizza
dish_1564086624,131.000000,217.293000,6.574000,34.455000,8.030000,2,cheese pizza|corn on the cob
dish_1564086709,306.999999,393.270353,14.645412,53.998764,15.606250,9,caesar salad|cheese|cheese pizza|cherry tomatoes|corn on the cob|onions|pasta|pesto|spinach (raw)
dish_1564159520,42.000000,227.220000,17.640000,0.588000,15.540000,1,bacon
dish_1564169254,201.000000,161.750000,6.802000,20.426000,6.406000,2,sandwiches|watermelon
dish_1564169340,518.000007,657.517543,30.844042,48.579582,48.924633,18,cheese|chicken thighs|chili|cilantro|cucumbers|garlic|kale|lemon juice|olive oil|onions|parsley|pepper|salt|sandwiches|tatsoi|tomatoes|tortilla|watermelon
dish_1564169644,163.000000,433.417000,15.322000,54.605000,18.256000,1,cheese pizza
dish_1564169878,341.000004,732.513444,36.986098,36.232468,63.006415,10,cheese|chicken thighs|chili|cilantro|garlic|olive oil|onions|salt|tomatoes|tortilla
dish_1564169958,563.000002,787.776493,37.704698,46.740986,67.093164,19,broccoli|cheese|chicken thighs|chili|cilantro|cucumbers|garlic|kale|lemon juice|olive oil|onions|parsley|pepper|salt|squash|tatsoi|tomatoes|tortilla|zucchini
dish_1564170836,135.000000,240.164921,12.184846,5.314849,25.070415,7,arugula|brown rice|olive oil|pepper|salmon|salt|thyme
dish_1564171888,194.000002,345.125891,17.510075,7.637635,36.027115,7,arugula|brown rice|olive oil|pepper|salmon|salt|thyme
dish_1565023157,259.999999,379.034836,27.309677,8.572903,23.824000,6,blackberries|granola|mixed greens|raspberries|scrambled eggs|vinaigrette
dish_1565023182,307.999999,638.714836,47.469677,9.244903,41.584000,7,bacon|blackberries|granola|mixed greens|raspberries|scrambled eggs|vinaigrette
dish_1565024707,149.000000,299.298000,22.204000,2.894000,21.394000,2,scrambled eggs|turkey bacon
dish_1565031283,115.999996,252.680457,14.387574,4.513725,23.917740,13,beef|broccoli|chili|garlic|green onions|kale|olive oil|onions|orange juice|salt|soy sauce|vinegar|white rice
dish_1565033110,147.000000,47.600000,0.588000,9.355000,3.418000,2,broccoli|mixed greens
dish_1565033220,578.000000,908.605000,59.343000,19.202000,76.664000,5,broccoli|chicken|mixed greens|olives|vinaigrette
dish_1565034234,175.000000,43.750000,0.525000,8.750000,3.150000,1,cauliflower
dish_1565034330,483.000006,614.015540,31.386453,39.217323,42.396174,15,beef|broccoli|cauliflower|chili|garlic|green onions|kale|olive oil|onions|orange juice|roasted potatoes|salt|soy sauce|vinegar|white rice
dish_1565034635,110.000004,124.089250,11.765510,4.257738,2.100204,15,arugula|blueberries|chard|cherry tomatoes|cucumbers|lettuce|lime|mixed greens|mustard|olive oil|onions|pepper|salt|vinegar|walnuts
dish_1565035715,39.000000,15.600000,0.039000,3.510000,0.429000,1,onions
dish_1565107171,724.000005,501.884640,13.378049,44.091952,46.592220,6,egg whites|grapes|olive oil|scrambled eggs|sweet potato|watermelon
dish_1565107211,799.000005,523.634640,13.528049,49.041952,47.717220,7,egg whites|grapes|olive oil|salsa|scrambled eggs|sweet potato|watermelon
dish_1565109637,253.000004,172.644882,2.610683,17.620318,16.817073,3,egg whites|olive oil|sweet potato
dish_1565109659,263.000004,226.744882,6.810683,17.760318,20.517073,4,bacon|egg whites|olive oil|sweet potato
dish_1565117463,248.000000,435.313000,15.939000,53.588000,19.696000,2,caesar salad|cheese pizza
dish_1565118029,453.000000,595.140000,12.828000,34.517000,81.492000,5,bell peppers|cheese pizza|cherry tomatoes|chicken breast|tuna
dish_1565119464,222.999999,504.065007,23.109738,44.413983,28.041884,14,apple|beef|bok choy|cheese pizza|cranberries|millet|mustard|olive oil|onions|salt|shallots|spinach (cooked)|spinach (raw)|vinegar
dish_1565119669,229.000000,55.965000,1.030500,10.842000,3.272500,4,chard|chayote squash|kale|zucchini
dish_1565123881,515.000002,406.821741,19.355543,31.001899,30.063168,13,beef|bok choy|caesar salad|chayote squash|cheese pizza|millet|olive oil|onions|salt|shallots|spinach (cooked)|vinegar|zucchini
dish_1565194752,509.999999,322.893656,3.975512,25.826488,39.087805,3,egg whites|olive oil|sweet potato
dish_1565194852,759.000000,428.595502,5.043721,51.367618,40.800122,8,carrot|egg whites|grapes|olive oil|pepper|salt|sweet potato|watermelon
dish_1565196260,143.000000,74.360000,0.286000,1.001000,14.300000,1,egg whites
dish_1565203015,396.999998,663.939602,19.142382,8.943810,107.055560,11,basil|brown rice|chard|chicken|chive|garlic|lemon juice|olive oil|parsley|rosemary|salt
dish_1565204891,314.000007,302.886414,9.080520,40.929692,16.297203,13,brussels sprouts|chicken thighs|cilantro|garlic|kale|lemon juice|olive oil|onions|pepper|pineapple|salt|vinegar|white rice
dish_1565204931,515.000007,391.326414,13.301520,49.572692,22.729203,14,brussels sprouts|caesar salad|chicken thighs|cilantro|garlic|kale|lemon juice|olive oil|onions|pepper|pineapple|salt|vinegar|white rice
dish_1565207662,128.000001,145.937563,11.480613,12.175005,14.462403,14,chicken thighs|cilantro|country rice|fish|garlic|green onions|kale|lemon juice|olive oil|onions|pineapple|salt|vinegar|white rice
dish_1565207727,231.000000,314.771220,18.036247,33.079640,21.463135,16,broccoli|chicken thighs|cilantro|country rice|fish|garlic|green onions|kale|lemon juice|olive oil|onions|pineapple|pizza|salt|vinegar|white rice
dish_1565207815,80.000000,40.848218,1.023567,7.094022,2.678475,4,brussels sprouts|olive oil|pepper|salt
dish_1565370004,370.000003,570.884751,41.655425,11.239750,36.877650,4,bacon|green beans|olive oil|scrambled eggs
dish_1565379251,66.999998,32.936091,0.792689,6.608891,0.595280,4,carrot|olive oil|pepper|salt
dish_1565379377,397.000002,470.011040,20.932283,32.930634,38.231749,11,bok choy|caesar salad|carrot|garlic|olive oil|pepper|pork|salt|soy sauce|sugar|white rice
dish_1565379827,234.999992,150.530943,4.162646,27.104969,2.631936,12,cabbage|carrot|garlic|green onions|mixed greens|olive oil|pepper|radishes|rice noodles|salt|soy sauce|vinegar
dish_1565382762,139.000000,305.828592,12.677754,36.289686,12.568737,5,carrot|olive oil|pepper|pepperoni pizza|salt
dish_1565383097,430.000000,479.249000,25.929000,13.333000,50.023000,5,chicken|cucumbers|olives|parmesan cheese|spinach (raw)
dish_1565627800,261.000002,167.189273,2.134098,13.966903,19.602439,3,egg whites|olive oil|sweet potato
dish_1565637123,114.000000,229.710000,13.566000,19.722000,6.726000,1,pasta salad
dish_1565638323,273.999992,467.824652,20.744894,29.248800,38.302159,11,arugula|brown rice|garlic|olive oil|onions|parsley|pork|rosemary|salt|white rice|zucchini
dish_1565638599,278.999992,368.698358,15.762370,23.103623,32.858445,18,arugula|cherry tomatoes|chicken breast|garlic|green beans|olive oil|onions|parmesan cheese|parsley|pork|quinoa|rosemary|salt|spinach (raw)|thyme|wheat berry|white rice|zucchini
dish_1565640227,165.000000,334.620000,13.428000,40.380000,14.400000,2,bell peppers|pepperoni pizza
dish_1565640576,267.000001,307.286550,16.090177,11.782665,28.774075,20,arugula|asparagus|cherry tomatoes|cilantro|cucumbers|garlic|jalapenos|lemon juice|lime|mangos|mustard greens|olive oil|onions|parsley|pork|rosemary|salt|tomatoes|white rice|zucchini
dish_1565640914,457.000000,774.292000,53.178000,20.476000,55.195000,7,black beans|chicken|cucumbers|mixed greens|olive oil|olives|parmesan cheese
dish_1565724196,82.000000,45.680000,2.320000,5.600000,1.920000,2,broccoli|olive oil
dish_1565724552,298.000007,108.800245,4.671975,15.722976,4.621049,4,broccoli|chayote squash|olive oil|zucchini
dish_1565725071,190.000000,109.660000,5.000000,16.572000,2.546000,3,bell peppers|carrot|olives
dish_1565726812,65.000001,36.209758,1.839025,4.439024,1.521951,2,broccoli|olive oil
dish_1565726887,172.000001,174.015305,11.514615,15.960675,3.668133,10,arugula|broccoli|celery root|cranberries|mustard|olive oil|onions|roasted potatoes|salt|vinegar
dish_1565727821,196.000000,281.124000,10.092000,6.161000,40.348000,4,broccoli|chicken|mixed greens|parmesan cheese
dish_1565727851,305.000000,406.474000,21.755000,13.028000,41.220000,5,broccoli|chicken|mixed greens|olives|parmesan cheese
dish_1565727921,397.000000,768.554000,54.055000,27.248000,46.560000,7,black beans|broccoli|chicken|mixed greens|olive oil|olives|parmesan cheese
dish_1565728388,47.000000,124.973000,4.418000,15.745000,5.264000,1,cheese pizza
dish_1565728634,417.999997,436.406655,15.944897,41.951989,31.455550,21,beef|bok choy|broccoli|cheese pizza|chicken|garlic|lemon juice|millet|olive oil|onions|parsley|pineapple|roasted potatoes|salt|shallots|spinach (cooked)|spinach (raw)|squash|thyme|vinegar|wheat berry
dish_1565797645,70.000000,21.000000,0.140000,5.320000,0.420000,1,watermelon
dish_1565797723,221.000000,202.928870,10.543742,21.219322,7.852000,8,berries|blackberries|granola|mixed greens|raspberries|scrambled eggs|vinaigrette|watermelon
dish_1565799507,78.000004,74.651710,1.902439,13.697562,0.760976,2,olive oil|sweet potato
dish_1565809033,433.000000,341.420000,1.630000,16.746000,62.692000,4,bell peppers|cherry tomatoes|onions|tuna
dish_1565810146,29.000000,36.445539,3.106966,1.861971,0.755749,9,arugula|carrot|lettuce|mixed greens|mustard|olive oil|pumpkin seeds|salt|vinegar
dish_1565810237,305.999998,349.866412,19.253121,7.274593,38.688906,21,arugula|bell peppers|cabbage|carrot|chicken thighs|chili|garlic|hominy|jalapenos|lemon juice|lettuce|lime|mixed greens|mustard|olive oil|parsley|pumpkin seeds|salt|tofu|tomatoes|vinegar
dish_1565811025,277.000000,361.050000,7.668000,4.360000,65.378000,3,broccoli|chicken|spinach (raw)
dish_1565811588,263.000004,348.484126,21.454357,7.568845,31.213435,18,bell peppers|blueberries|cabbage|chicken thighs|chili|garlic|hominy|jalapenos|lemon juice|lime|mustard|olive oil|parsley|radishes|salt|spinach (raw)|tomatoes|vinegar
dish_1565813386,156.000000,113.880000,7.488000,2.964000,12.480000,1,tofu
dish_1565884766,546.000000,469.609000,12.795000,34.177000,47.687000,3,egg whites|waffles|watermelon
dish_1565884833,643.000000,497.739000,12.989000,40.579000,49.142000,4,egg whites|salsa|waffles|watermelon
dish_1565896039,384.000004,352.529237,14.546414,36.577454,20.687317,13,beef|bok choy|chard|green beans|kale|millet|olive oil|onions|quinoa|salt|shallots|spinach (cooked)|vinegar
dish_1565898432,282.000003,450.225016,25.761123,11.596749,40.696292,26,arugula|beef|blueberries|bok choy|brown rice|chard|chili|cilantro|garlic|ginger|green beans|jalapenos|lemon juice|lime|millet|mustard|olive oil|onions|pepper|salmon|salt|shallots|spinach (cooked)|spinach (raw)|vinegar|walnuts
dish_1565898544,181.999999,181.954487,9.618724,8.612270,15.368444,16,brown rice|cherry tomatoes|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|olive oil|olives|onions|salmon|salt|shallots|spinach (raw)
dish_1565898758,612.000001,612.990238,12.797449,21.753020,98.402494,19,brown rice|carrot|cherry tomatoes|chili|cilantro|garlic|ginger|green beans|jalapenos|lemon juice|lime|olive oil|olives|onions|salmon|salt|shallots|spinach (raw)|tuna
dish_1565974375,85.000000,459.850000,35.700000,1.190000,31.450000,1,bacon
dish_1565974409,228.000000,688.650000,50.000000,5.480000,51.470000,2,bacon|chicken apple sausage
dish_1565986761,457.000004,576.629405,37.222816,49.026110,47.394813,22,brown rice|carrot|celery|chard|cherry tomatoes|chive|cream|eggs|fish|garlic|ground turkey|kale|lemon juice|mushroom|olive oil|onions|parsley|salt|shallots|thyme|wheat berry|white rice
dish_1565987269,45.000000,119.655000,4.230000,15.075000,5.040000,1,cheese pizza
dish_1566242066,40.000000,46.000000,4.280000,2.520000,0.320000,1,olives
dish_1566242111,109.000000,58.420000,4.418000,5.211000,0.941000,2,cherry tomatoes|olives
dish_1566244815,144.000000,29.376000,0.144000,5.616000,3.168000,1,asparagus
dish_1566246541,331.000000,460.055000,18.149000,9.050000,62.754000,4,broccoli|chicken|feta cheese|mixed greens
dish_1566246573,421.000000,563.555000,27.779000,14.720000,63.474000,5,broccoli|chicken|feta cheese|mixed greens|olives
dish_1566316612,367.000002,665.237107,51.483866,24.176440,27.457711,12,bacon|bell peppers|cucumbers|eggplant|garlic|hash browns|mustard|olive oil|radishes|salt|scrambled eggs|vinegar
dish_1566317711,182.000000,123.760000,2.548000,21.840000,4.368000,1,oatmeal
dish_1566328745,203.000000,282.030000,6.084000,1.404000,52.094000,2,cherry tomatoes|chicken
dish_1566331801,203.000003,296.990993,10.436333,11.249237,37.746070,11,bell peppers|chicken|garlic|jalapenos|millet|olive oil|onions|pepper|salt|spinach (raw)|tomatoes
dish_1566332040,65.000000,14.950000,0.260000,2.340000,1.885000,1,spinach (raw)
dish_1566332085,163.000000,24.750000,0.260000,4.300000,2.865000,2,cucumbers|spinach (raw)
dish_1566332268,595.000000,567.581000,31.405000,22.379000,54.753000,6,avocado|caesar dressing|chicken|cucumbers|olives|spinach (raw)
dish_1566402123,656.999994,445.116123,8.590679,38.491621,46.686604,5,egg whites|olive oil|sweet potato|watermelon|yam
dish_1566413321,61.000000,14.030000,0.244000,2.196000,1.769000,1,spinach (raw)
dish_1566413356,164.000000,183.980000,3.952000,2.196000,33.699000,2,chicken|spinach (raw)
dish_1566413388,231.000000,207.430000,4.220000,6.886000,35.307000,3,broccoli|chicken|spinach (raw)
dish_1566413469,379.000000,459.663000,25.564000,17.134000,44.223000,6,avocado|broccoli|chicken|olives|parmesan cheese|spinach (raw)
dish_1566414412,658.000003,920.120541,37.812385,57.062326,85.334840,27,arugula|basil|bell peppers|butter|cherry tomatoes|chicken|cream|cucumbers|feta cheese|garlic|lemon juice|lettuce|mushroom|olive oil|olives|onions|oregano|pepper|quinoa|roasted potatoes|rosemary|salt|shallots|thyme|vinaigrette|wheat berry|white wine
dish_1566414754,533.000033,755.496346,33.023947,28.348516,98.857838,23,arugula|basil|butter|chicken|country rice|cream|fish|garlic|green beans|green onions|lemon juice|mushroom|olive oil|onions|oregano|pepper|roasted potatoes|rosemary|salt|shallots|thyme|wheat berry|white wine
dish_1566414780,651.000033,807.416346,35.501947,33.422516,102.633838,24,arugula|basil|butter|caesar salad|chicken|country rice|cream|fish|garlic|green beans|green onions|lemon juice|mushroom|olive oil|onions|oregano|pepper|roasted potatoes|rosemary|salt|shallots|thyme|wheat berry|white wine
dish_1566417398,46.000002,56.892496,5.357863,2.088042,0.792647,7,celery root|cherry tomatoes|mixed greens|mustard|olive oil|salt|vinegar
dish_1566417475,198.000005,150.230535,9.395510,15.766474,2.730686,9,celery root|cherry tomatoes|eggplant|mixed greens|mustard|olive oil|roasted potatoes|salt|vinegar
dish_1566501293,56.000000,41.900000,2.812000,4.338000,0.538000,2,olives|onions
dish_1566501447,349.000000,286.760000,4.000000,13.325000,48.040000,6,carrot|cherry tomatoes|lemon juice|olives|onions|tuna
dish_1566502211,237.000000,104.280000,4.977000,10.191000,7.584000,1,caesar salad
dish_1566587182,377.000008,531.260869,37.361896,22.501673,31.371518,17,avocado|bell peppers|celery root|cherry tomatoes|chicken|garlic|jalapenos|millet|mixed greens|mustard|olive oil|onions|pepper|salt|spinach (raw)|tomatoes|vinegar
dish_1566589933,122.000000,89.060000,5.856000,2.318000,9.760000,1,tofu
dish_1566590536,51.000000,25.070761,0.603390,5.030649,0.453124,4,carrot|olive oil|pepper|salt
dish_1566591022,467.000004,860.101875,41.210851,11.789189,102.851146,9,arugula|brown rice|chicken|chicken salad|olive oil|pepper|salmon|salt|thyme
dish_1566835603,66.000000,63.166828,1.609756,11.590244,0.643902,2,olive oil|sweet potato
dish_1566844766,164.000000,72.160000,3.444000,7.052000,5.248000,1,caesar salad
dish_1566849295,239.000000,348.752000,26.828000,14.870000,16.992000,4,avocado|mixed greens|olives|parmesan cheese
dish_1566849895,153.000000,112.310000,7.341000,12.821000,1.310000,2,carrot|olives
dish_1566850142,283.999994,464.951171,31.753173,9.052545,35.226069,19,cabbage|carrot|cherry tomatoes|cucumbers|garlic|jalapenos|lemon juice|lettuce|lime|mayonnaise|mixed greens|olive oil|onions|parsley|pepper|pork|salt|vinegar|wheat berry
dish_1566851155,260.000010,295.284393,11.076625,40.562014,9.830684,15,arugula|cucumbers|garlic|lemon juice|mustard|olive oil|onions|parsley|quinoa|salt|shallots|spinach (raw)|sun dried tomatoes|thyme|vinegar
dish_1566931116,142.000000,35.500000,0.426000,7.100000,2.556000,1,cauliflower
dish_1566933180,95.999999,161.449521,7.634026,2.197063,19.702278,12,arugula|basil|brown rice|chicken thighs|garlic|lemon juice|olive oil|parsley|radishes|salt|thyme|vinegar
dish_1566936266,146.000003,220.955557,9.865669,3.423139,27.754600,12,chicken thighs|eggplant|garlic|lemon juice|mushroom|olive oil|quinoa|salt|shallots|spinach (cooked)|squash|wine
dish_1567007814,152.000000,73.000000,0.398000,17.920000,1.109000,4,berries|cantaloupe|pineapple|raspberries
dish_1567007848,243.000000,100.300000,0.580000,24.836000,1.655000,5,berries|cantaloupe|pineapple|raspberries|watermelon
dish_1567021864,262.000001,342.875626,30.514338,19.448521,26.453124,19,arugula|blueberries|chard|cherry tomatoes|chive|fish|garlic|kale|lemon juice|mustard|olive oil|parsley|pepper|pizza|salt|shallots|vinegar|walnuts|wheat berry
dish_1567022212,197.000000,89.110000,4.069000,13.351000,2.332000,4,bell peppers|carrot|cherry tomatoes|olives
dish_1567022251,254.000000,111.910000,4.126000,18.481000,2.959000,5,bell peppers|carrot|cherry tomatoes|olives|onions
dish_1567022296,444.000000,425.410000,10.966000,18.481000,61.859000,6,bell peppers|carrot|cherry tomatoes|chicken|olives|onions
dish_1567022338,463.000000,507.243000,16.400000,19.279000,69.155000,7,bell peppers|carrot|cherry tomatoes|chicken|olives|onions|parmesan cheese
dish_1567024135,146.999999,317.785824,12.219192,35.093385,15.986000,14,cheese pizza|chicken thighs|eggplant|garlic|lemon juice|mushroom|olive oil|quinoa|roasted potatoes|salt|shallots|spinach (cooked)|squash|wine
dish_1567024187,234.999999,334.945824,12.615192,38.525385,16.734000,16,chayote squash|cheese pizza|chicken thighs|eggplant|garlic|lemon juice|mushroom|olive oil|quinoa|roasted potatoes|salt|shallots|spinach (cooked)|squash|wine|zucchini
dish_1567106693,417.000000,359.160000,6.525000,18.302000,55.370000,5,bell peppers|carrot|cherry tomatoes|chicken|onions
dish_1567107049,23.000000,107.203000,6.624000,11.454000,1.426000,1,brownies
dish_1567525712,183.999998,510.544755,40.461381,32.977018,6.916218,10,bacon|bell peppers|cucumbers|garlic|hash browns|mustard|olive oil|radishes|salt|vinegar
dish_1567526785,539.000000,378.250000,6.966000,26.731000,44.600000,4,egg whites|olive oil|sweet potato|yam
dish_1567526814,639.000000,408.250000,7.166000,34.331000,45.200000,5,egg whites|olive oil|sweet potato|watermelon|yam
dish_1567526888,816.000000,479.180000,7.590000,51.193000,47.295000,7,berries|egg whites|olive oil|salsa|sweet potato|watermelon|yam
dish_1567537252,303.000000,464.459573,25.214238,17.229737,39.963159,15,beef|broccoli|carrot|chili|garlic|green onions|kale|olive oil|onions|orange juice|pepper|salt|soy sauce|vinegar|white rice
dish_1567538263,56.000000,70.700912,4.997895,5.491088,1.873404,9,arugula|chickpeas|garlic|lemon juice|olive oil|parsley|pears|pepper|salt
dish_1567542843,216.000003,471.296510,19.758107,42.703156,28.489662,18,beef|broccoli|cheese pizza|chicken thighs|chili|cilantro|garlic|green onions|kale|lemon juice|olive oil|onions|orange juice|pineapple|salt|soy sauce|vinegar|white rice
dish_1567542876,260.000003,495.807731,21.002985,45.708034,29.519906,18,beef|broccoli|cheese pizza|chicken thighs|chili|cilantro|garlic|green onions|kale|lemon juice|olive oil|onions|orange juice|pineapple|salt|soy sauce|vinegar|white rice
dish_1567542914,297.000003,513.996323,21.440739,49.357721,29.848643,20,beef|broccoli|carrot|cheese pizza|chicken thighs|chili|cilantro|garlic|green onions|kale|lemon juice|olive oil|onions|orange juice|pepper|pineapple|salt|soy sauce|vinegar|white rice
dish_1567542986,498.000003,605.856323,24.521739,62.959721,34.741643,21,beef|broccoli|caesar salad|carrot|cheese pizza|chicken thighs|chili|cilantro|garlic|green onions|kale|lemon juice|olive oil|onions|orange juice|pepper|pineapple|salt|soy sauce|vinegar|white rice
dish_1567613019,645.000001,376.526344,4.760488,38.998512,39.138195,4,egg whites|olive oil|sweet potato|watermelon
dish_1567625294,32.000000,51.200000,4.800000,2.880000,0.640000,1,avocado
dish_1567625343,74.000000,65.480000,4.989000,5.547000,1.711000,3,avocado|chard|kale
dish_1567628157,355.000006,373.191014,36.018693,25.867040,37.479683,17,apple|arugula|bulgur|chard|country rice|cranberries|fish|garlic|green onions|kale|lemon juice|mustard greens|olive oil|onions|parsley|salt|shallots
dish_1567628193,439.000006,492.683054,40.014810,42.993254,41.068033,18,apple|arugula|bulgur|chard|country rice|cranberries|fish|garlic|green onions|kale|lemon juice|mustard greens|olive oil|onions|parsley|quinoa|salt|shallots
dish_1567711272,71.000000,188.860000,6.887000,23.430000,7.810000,1,pizza
dish_1567714780,218.000000,315.860000,6.824000,1.696000,58.364000,2,chicken|mixed greens
